run_scope,target,split_name,heldout_fold,model_level,feature_group,train_rows,test_rows,test_parameter_sets
primary,pulse_1s_resistance_k1,c_rate_holdout_fold,1,L2_hist_gradient_boosting,P1_state_time,3609,143,12
primary,pulse_1s_resistance_k1,c_rate_holdout_fold,1,L2_hist_gradient_boosting,P2_state_capacity,3609,143,12
primary,pulse_1s_resistance_k1,c_rate_holdout_fold,1,L2_hist_gradient_boosting,P3_state_nominal,3609,143,12
primary,pulse_1s_resistance_k1,c_rate_holdout_fold,1,L2_hist_gradient_boosting,P4_state_log_age_scalar,3609,143,12
primary,pulse_1s_resistance_k1,c_rate_holdout_fold,1,L2_hist_gradient_boosting,P5_stress_v1_1,3609,143,12
primary,pulse_1s_resistance_k1,profile_holdout_fold,1,L0_persistence,P0_persistence,3018,734,12
primary,pulse_1s_resistance_k1,profile_holdout_fold,1,L1_ridge,P0_persistence,3018,734,12
primary,pulse_1s_resistance_k1,profile_holdout_fold,1,L1_ridge,P1_state_time,3018,734,12
primary,pulse_1s_resistance_k1,profile_holdout_fold,1,L1_ridge,P2_state_capacity,3018,734,12
primary,pulse_1s_resistance_k1,profile_holdout_fold,1,L1_ridge,P3_state_nominal,3018,734,12
primary,pulse_1s_resistance_k1,profile_holdout_fold,1,L1_ridge,P4_state_log_age_scalar,3018,734,12
primary,pulse_1s_resistance_k1,profile_holdout_fold,1,L1_ridge,P5_stress_v1_1,3018,734,12
primary,pulse_1s_resistance_k1,profile_holdout_fold,1,L2_hist_gradient_boosting,P0_persistence,3018,734,12
primary,pulse_1s_resistance_k1,profile_holdout_fold,1,L2_hist_gradient_boosting,P1_state_time,3018,734,12
primary,pulse_1s_resistance_k1,profile_holdout_fold,1,L2_hist_gradient_boosting,P2_state_capacity,3018,734,12
primary,pulse_1s_resistance_k1,profile_holdout_fold,1,L2_hist_gradient_boosting,P3_state_nominal,3018,734,12
primary,pulse_1s_resistance_k1,profile_holdout_fold,1,L2_hist_gradient_boosting,P4_state_log_age_scalar,3018,734,12
primary,pulse_1s_resistance_k1,profile_holdout_fold,1,L2_hist_gradient_boosting,P5_stress_v1_1,3018,734,12
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,1,L0_persistence,P0_persistence,2659,1093,28
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,1,L1_ridge,P0_persistence,2659,1093,28
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,1,L1_ridge,P1_state_time,2659,1093,28
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,1,L1_ridge,P2_state_capacity,2659,1093,28
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,1,L1_ridge,P3_state_nominal,2659,1093,28
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,1,L1_ridge,P4_state_log_age_scalar,2659,1093,28
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,1,L1_ridge,P5_stress_v1_1,2659,1093,28
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,1,L2_hist_gradient_boosting,P0_persistence,2659,1093,28
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,1,L2_hist_gradient_boosting,P1_state_time,2659,1093,28
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,1,L2_hist_gradient_boosting,P2_state_capacity,2659,1093,28
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,1,L2_hist_gradient_boosting,P3_state_nominal,2659,1093,28
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,1,L2_hist_gradient_boosting,P4_state_log_age_scalar,2659,1093,28
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,1,L2_hist_gradient_boosting,P5_stress_v1_1,2659,1093,28
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,2,L0_persistence,P0_persistence,2419,1333,32
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,2,L1_ridge,P0_persistence,2419,1333,32
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,2,L1_ridge,P1_state_time,2419,1333,32
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,2,L1_ridge,P2_state_capacity,2419,1333,32
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,2,L1_ridge,P3_state_nominal,2419,1333,32
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,2,L1_ridge,P4_state_log_age_scalar,2419,1333,32
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,2,L1_ridge,P5_stress_v1_1,2419,1333,32
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,2,L2_hist_gradient_boosting,P0_persistence,2419,1333,32
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,2,L2_hist_gradient_boosting,P1_state_time,2419,1333,32
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,2,L2_hist_gradient_boosting,P2_state_capacity,2419,1333,32
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,2,L2_hist_gradient_boosting,P3_state_nominal,2419,1333,32
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,2,L2_hist_gradient_boosting,P4_state_log_age_scalar,2419,1333,32
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,2,L2_hist_gradient_boosting,P5_stress_v1_1,2419,1333,32
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,3,L0_persistence,P0_persistence,2426,1326,16
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,3,L1_ridge,P0_persistence,2426,1326,16
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,3,L1_ridge,P1_state_time,2426,1326,16
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,3,L1_ridge,P2_state_capacity,2426,1326,16
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,3,L1_ridge,P3_state_nominal,2426,1326,16
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,3,L1_ridge,P4_state_log_age_scalar,2426,1326,16
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,3,L1_ridge,P5_stress_v1_1,2426,1326,16
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,3,L2_hist_gradient_boosting,P0_persistence,2426,1326,16
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,3,L2_hist_gradient_boosting,P1_state_time,2426,1326,16
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,3,L2_hist_gradient_boosting,P2_state_capacity,2426,1326,16
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,3,L2_hist_gradient_boosting,P3_state_nominal,2426,1326,16
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,3,L2_hist_gradient_boosting,P4_state_log_age_scalar,2426,1326,16
primary,pulse_1s_resistance_k1,voltage_window_holdout_fold,3,L2_hist_gradient_boosting,P5_stress_v1_1,2426,1326,16
primary,delta_pulse_10ms_resistance,condition_fold,0,L0_persistence,P0_persistence,2924,827,16
primary,delta_pulse_10ms_resistance,condition_fold,0,L1_ridge,P0_persistence,2924,827,16
primary,delta_pulse_10ms_resistance,condition_fold,0,L1_ridge,P1_state_time,2924,827,16
primary,delta_pulse_10ms_resistance,condition_fold,0,L1_ridge,P2_state_capacity,2924,827,16
primary,delta_pulse_10ms_resistance,condition_fold,0,L1_ridge,P3_state_nominal,2924,827,16
primary,delta_pulse_10ms_resistance,condition_fold,0,L1_ridge,P4_state_log_age_scalar,2924,827,16
primary,delta_pulse_10ms_resistance,condition_fold,0,L1_ridge,P5_stress_v1_1,2924,827,16
primary,delta_pulse_10ms_resistance,condition_fold,0,L2_hist_gradient_boosting,P0_persistence,2924,827,16
primary,delta_pulse_10ms_resistance,condition_fold,0,L2_hist_gradient_boosting,P1_state_time,2924,827,16
primary,delta_pulse_10ms_resistance,condition_fold,0,L2_hist_gradient_boosting,P2_state_capacity,2924,827,16
primary,delta_pulse_10ms_resistance,condition_fold,0,L2_hist_gradient_boosting,P3_state_nominal,2924,827,16
primary,delta_pulse_10ms_resistance,condition_fold,0,L2_hist_gradient_boosting,P4_state_log_age_scalar,2924,827,16
primary,delta_pulse_10ms_resistance,condition_fold,0,L2_hist_gradient_boosting,P5_stress_v1_1,2924,827,16
primary,delta_pulse_10ms_resistance,condition_fold,1,L0_persistence,P0_persistence,2900,851,15
primary,delta_pulse_10ms_resistance,condition_fold,1,L1_ridge,P0_persistence,2900,851,15
primary,delta_pulse_10ms_resistance,condition_fold,1,L1_ridge,P1_state_time,2900,851,15
primary,delta_pulse_10ms_resistance,condition_fold,1,L1_ridge,P2_state_capacity,2900,851,15
primary,delta_pulse_10ms_resistance,condition_fold,1,L1_ridge,P3_state_nominal,2900,851,15
primary,delta_pulse_10ms_resistance,condition_fold,1,L1_ridge,P4_state_log_age_scalar,2900,851,15
primary,delta_pulse_10ms_resistance,condition_fold,1,L1_ridge,P5_stress_v1_1,2900,851,15
primary,delta_pulse_10ms_resistance,condition_fold,1,L2_hist_gradient_boosting,P0_persistence,2900,851,15
primary,delta_pulse_10ms_resistance,condition_fold,1,L2_hist_gradient_boosting,P1_state_time,2900,851,15
primary,delta_pulse_10ms_resistance,condition_fold,1,L2_hist_gradient_boosting,P2_state_capacity,2900,851,15
primary,delta_pulse_10ms_resistance,condition_fold,1,L2_hist_gradient_boosting,P3_state_nominal,2900,851,15
primary,delta_pulse_10ms_resistance,condition_fold,1,L2_hist_gradient_boosting,P4_state_log_age_scalar,2900,851,15
primary,delta_pulse_10ms_resistance,condition_fold,1,L2_hist_gradient_boosting,P5_stress_v1_1,2900,851,15
primary,delta_pulse_10ms_resistance,condition_fold,2,L0_persistence,P0_persistence,2869,882,15
primary,delta_pulse_10ms_resistance,condition_fold,2,L1_ridge,P0_persistence,2869,882,15
primary,delta_pulse_10ms_resistance,condition_fold,2,L1_ridge,P1_state_time,2869,882,15
primary,delta_pulse_10ms_resistance,condition_fold,2,L1_ridge,P2_state_capacity,2869,882,15
primary,delta_pulse_10ms_resistance,condition_fold,2,L1_ridge,P3_state_nominal,2869,882,15
primary,delta_pulse_10ms_resistance,condition_fold,2,L1_ridge,P4_state_log_age_scalar,2869,882,15
primary,delta_pulse_10ms_resistance,condition_fold,2,L1_ridge,P5_stress_v1_1,2869,882,15
primary,delta_pulse_10ms_resistance,condition_fold,2,L2_hist_gradient_boosting,P0_persistence,2869,882,15
primary,delta_pulse_10ms_resistance,condition_fold,2,L2_hist_gradient_boosting,P1_state_time,2869,882,15
primary,delta_pulse_10ms_resistance,condition_fold,2,L2_hist_gradient_boosting,P2_state_capacity,2869,882,15
primary,delta_pulse_10ms_resistance,condition_fold,2,L2_hist_gradient_boosting,P3_state_nominal,2869,882,15
primary,delta_pulse_10ms_resistance,condition_fold,2,L2_hist_gradient_boosting,P4_state_log_age_scalar,2869,882,15
primary,delta_pulse_10ms_resistance,condition_fold,2,L2_hist_gradient_boosting,P5_stress_v1_1,2869,882,15
primary,delta_pulse_10ms_resistance,condition_fold,3,L0_persistence,P0_persistence,3262,489,15
primary,delta_pulse_10ms_resistance,condition_fold,3,L1_ridge,P0_persistence,3262,489,15
primary,delta_pulse_10ms_resistance,condition_fold,3,L1_ridge,P1_state_time,3262,489,15
primary,delta_pulse_10ms_resistance,condition_fold,3,L1_ridge,P2_state_capacity,3262,489,15
primary,delta_pulse_10ms_resistance,condition_fold,3,L1_ridge,P3_state_nominal,3262,489,15
primary,delta_pulse_10ms_resistance,condition_fold,3,L1_ridge,P4_state_log_age_scalar,3262,489,15
primary,delta_pulse_10ms_resistance,condition_fold,3,L1_ridge,P5_stress_v1_1,3262,489,15
primary,delta_pulse_10ms_resistance,condition_fold,3,L2_hist_gradient_boosting,P0_persistence,3262,489,15
primary,delta_pulse_10ms_resistance,condition_fold,3,L2_hist_gradient_boosting,P1_state_time,3262,489,15
primary,delta_pulse_10ms_resistance,condition_fold,3,L2_hist_gradient_boosting,P2_state_capacity,3262,489,15
primary,delta_pulse_10ms_resistance,condition_fold,3,L2_hist_gradient_boosting,P3_state_nominal,3262,489,15
primary,delta_pulse_10ms_resistance,condition_fold,3,L2_hist_gradient_boosting,P4_state_log_age_scalar,3262,489,15
primary,delta_pulse_10ms_resistance,condition_fold,3,L2_hist_gradient_boosting,P5_stress_v1_1,3262,489,15
primary,delta_pulse_10ms_resistance,condition_fold,4,L0_persistence,P0_persistence,3049,702,15
primary,delta_pulse_10ms_resistance,condition_fold,4,L1_ridge,P0_persistence,3049,702,15
primary,delta_pulse_10ms_resistance,condition_fold,4,L1_ridge,P1_state_time,3049,702,15
primary,delta_pulse_10ms_resistance,condition_fold,4,L1_ridge,P2_state_capacity,3049,702,15
primary,delta_pulse_10ms_resistance,condition_fold,4,L1_ridge,P3_state_nominal,3049,702,15
primary,delta_pulse_10ms_resistance,condition_fold,4,L1_ridge,P4_state_log_age_scalar,3049,702,15
primary,delta_pulse_10ms_resistance,condition_fold,4,L1_ridge,P5_stress_v1_1,3049,702,15
primary,delta_pulse_10ms_resistance,condition_fold,4,L2_hist_gradient_boosting,P0_persistence,3049,702,15
primary,delta_pulse_10ms_resistance,condition_fold,4,L2_hist_gradient_boosting,P1_state_time,3049,702,15
primary,delta_pulse_10ms_resistance,condition_fold,4,L2_hist_gradient_boosting,P2_state_capacity,3049,702,15
primary,delta_pulse_10ms_resistance,condition_fold,4,L2_hist_gradient_boosting,P3_state_nominal,3049,702,15
primary,delta_pulse_10ms_resistance,condition_fold,4,L2_hist_gradient_boosting,P4_state_log_age_scalar,3049,702,15
primary,delta_pulse_10ms_resistance,condition_fold,4,L2_hist_gradient_boosting,P5_stress_v1_1,3049,702,15
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,1,L0_persistence,P0_persistence,3024,727,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,1,L1_ridge,P0_persistence,3024,727,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,1,L1_ridge,P1_state_time,3024,727,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,1,L1_ridge,P2_state_capacity,3024,727,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,1,L1_ridge,P3_state_nominal,3024,727,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,1,L1_ridge,P4_state_log_age_scalar,3024,727,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,1,L1_ridge,P5_stress_v1_1,3024,727,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,1,L2_hist_gradient_boosting,P0_persistence,3024,727,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,1,L2_hist_gradient_boosting,P1_state_time,3024,727,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,1,L2_hist_gradient_boosting,P2_state_capacity,3024,727,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,1,L2_hist_gradient_boosting,P3_state_nominal,3024,727,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,1,L2_hist_gradient_boosting,P4_state_log_age_scalar,3024,727,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,1,L2_hist_gradient_boosting,P5_stress_v1_1,3024,727,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,2,L0_persistence,P0_persistence,2722,1029,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,2,L1_ridge,P0_persistence,2722,1029,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,2,L1_ridge,P1_state_time,2722,1029,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,2,L1_ridge,P2_state_capacity,2722,1029,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,2,L1_ridge,P3_state_nominal,2722,1029,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,2,L1_ridge,P4_state_log_age_scalar,2722,1029,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,2,L1_ridge,P5_stress_v1_1,2722,1029,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,2,L2_hist_gradient_boosting,P0_persistence,2722,1029,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,2,L2_hist_gradient_boosting,P1_state_time,2722,1029,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,2,L2_hist_gradient_boosting,P2_state_capacity,2722,1029,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,2,L2_hist_gradient_boosting,P3_state_nominal,2722,1029,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,2,L2_hist_gradient_boosting,P4_state_log_age_scalar,2722,1029,19
primary,delta_pulse_10ms_resistance,temperature_holdout_fold,2,L2_hist_gradient_boosting,P5_stress_v1_1,2722,1029,19
primary,delta_pulse_10ms_resistance,c_rate_holdout_fold,1,L0_persistence,P0_persistence,3608,143,12
primary,delta_pulse_10ms_resistance,c_rate_holdout_fold,1,L1_ridge,P0_persistence,3608,143,12
primary,delta_pulse_10ms_resistance,c_rate_holdout_fold,1,L1_ridge,P1_state_time,3608,143,12
primary,delta_pulse_10ms_resistance,c_rate_holdout_fold,1,L1_ridge,P2_state_capacity,3608,143,12
primary,delta_pulse_10ms_resistance,c_rate_holdout_fold,1,L1_ridge,P3_state_nominal,3608,143,12
primary,delta_pulse_10ms_resistance,c_rate_holdout_fold,1,L1_ridge,P4_state_log_age_scalar,3608,143,12
primary,delta_pulse_10ms_resistance,c_rate_holdout_fold,1,L1_ridge,P5_stress_v1_1,3608,143,12
primary,delta_pulse_10ms_resistance,c_rate_holdout_fold,1,L2_hist_gradient_boosting,P0_persistence,3608,143,12
primary,delta_pulse_10ms_resistance,c_rate_holdout_fold,1,L2_hist_gradient_boosting,P1_state_time,3608,143,12
primary,delta_pulse_10ms_resistance,c_rate_holdout_fold,1,L2_hist_gradient_boosting,P2_state_capacity,3608,143,12
primary,delta_pulse_10ms_resistance,c_rate_holdout_fold,1,L2_hist_gradient_boosting,P3_state_nominal,3608,143,12
primary,delta_pulse_10ms_resistance,c_rate_holdout_fold,1,L2_hist_gradient_boosting,P4_state_log_age_scalar,3608,143,12
primary,delta_pulse_10ms_resistance,c_rate_holdout_fold,1,L2_hist_gradient_boosting,P5_stress_v1_1,3608,143,12
primary,delta_pulse_10ms_resistance,profile_holdout_fold,1,L0_persistence,P0_persistence,3018,733,12
primary,delta_pulse_10ms_resistance,profile_holdout_fold,1,L1_ridge,P0_persistence,3018,733,12
primary,delta_pulse_10ms_resistance,profile_holdout_fold,1,L1_ridge,P1_state_time,3018,733,12
primary,delta_pulse_10ms_resistance,profile_holdout_fold,1,L1_ridge,P2_state_capacity,3018,733,12
primary,delta_pulse_10ms_resistance,profile_holdout_fold,1,L1_ridge,P3_state_nominal,3018,733,12
primary,delta_pulse_10ms_resistance,profile_holdout_fold,1,L1_ridge,P4_state_log_age_scalar,3018,733,12
primary,delta_pulse_10ms_resistance,profile_holdout_fold,1,L1_ridge,P5_stress_v1_1,3018,733,12
primary,delta_pulse_10ms_resistance,profile_holdout_fold,1,L2_hist_gradient_boosting,P0_persistence,3018,733,12
primary,delta_pulse_10ms_resistance,profile_holdout_fold,1,L2_hist_gradient_boosting,P1_state_time,3018,733,12
primary,delta_pulse_10ms_resistance,profile_holdout_fold,1,L2_hist_gradient_boosting,P2_state_capacity,3018,733,12
primary,delta_pulse_10ms_resistance,profile_holdout_fold,1,L2_hist_gradient_boosting,P3_state_nominal,3018,733,12
primary,delta_pulse_10ms_resistance,profile_holdout_fold,1,L2_hist_gradient_boosting,P4_state_log_age_scalar,3018,733,12
primary,delta_pulse_10ms_resistance,profile_holdout_fold,1,L2_hist_gradient_boosting,P5_stress_v1_1,3018,733,12
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,1,L0_persistence,P0_persistence,2659,1092,28
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,1,L1_ridge,P0_persistence,2659,1092,28
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,1,L1_ridge,P1_state_time,2659,1092,28
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,1,L1_ridge,P2_state_capacity,2659,1092,28
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,1,L1_ridge,P3_state_nominal,2659,1092,28
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,1,L1_ridge,P4_state_log_age_scalar,2659,1092,28
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,1,L1_ridge,P5_stress_v1_1,2659,1092,28
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,1,L2_hist_gradient_boosting,P0_persistence,2659,1092,28
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,1,L2_hist_gradient_boosting,P1_state_time,2659,1092,28
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,1,L2_hist_gradient_boosting,P2_state_capacity,2659,1092,28
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,1,L2_hist_gradient_boosting,P3_state_nominal,2659,1092,28
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,1,L2_hist_gradient_boosting,P4_state_log_age_scalar,2659,1092,28
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,1,L2_hist_gradient_boosting,P5_stress_v1_1,2659,1092,28
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,2,L0_persistence,P0_persistence,2418,1333,32
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,2,L1_ridge,P0_persistence,2418,1333,32
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,2,L1_ridge,P1_state_time,2418,1333,32
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,2,L1_ridge,P2_state_capacity,2418,1333,32
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,2,L1_ridge,P3_state_nominal,2418,1333,32
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,2,L1_ridge,P4_state_log_age_scalar,2418,1333,32
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,2,L1_ridge,P5_stress_v1_1,2418,1333,32
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,2,L2_hist_gradient_boosting,P0_persistence,2418,1333,32
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,2,L2_hist_gradient_boosting,P1_state_time,2418,1333,32
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,2,L2_hist_gradient_boosting,P2_state_capacity,2418,1333,32
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,2,L2_hist_gradient_boosting,P3_state_nominal,2418,1333,32
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,2,L2_hist_gradient_boosting,P4_state_log_age_scalar,2418,1333,32
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,2,L2_hist_gradient_boosting,P5_stress_v1_1,2418,1333,32
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,3,L0_persistence,P0_persistence,2425,1326,16
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,3,L1_ridge,P0_persistence,2425,1326,16
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,3,L1_ridge,P1_state_time,2425,1326,16
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,3,L1_ridge,P2_state_capacity,2425,1326,16
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,3,L1_ridge,P3_state_nominal,2425,1326,16
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,3,L1_ridge,P4_state_log_age_scalar,2425,1326,16
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,3,L1_ridge,P5_stress_v1_1,2425,1326,16
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,3,L2_hist_gradient_boosting,P0_persistence,2425,1326,16
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,3,L2_hist_gradient_boosting,P1_state_time,2425,1326,16
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,3,L2_hist_gradient_boosting,P2_state_capacity,2425,1326,16
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,3,L2_hist_gradient_boosting,P3_state_nominal,2425,1326,16
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,3,L2_hist_gradient_boosting,P4_state_log_age_scalar,2425,1326,16
primary,delta_pulse_10ms_resistance,voltage_window_holdout_fold,3,L2_hist_gradient_boosting,P5_stress_v1_1,2425,1326,16
primary,pulse_10ms_resistance_k1,condition_fold,0,L0_persistence,P0_persistence,2924,828,16
primary,pulse_10ms_resistance_k1,condition_fold,0,L1_ridge,P0_persistence,2924,828,16
primary,pulse_10ms_resistance_k1,condition_fold,0,L1_ridge,P1_state_time,2924,828,16
primary,pulse_10ms_resistance_k1,condition_fold,0,L1_ridge,P2_state_capacity,2924,828,16
primary,pulse_10ms_resistance_k1,condition_fold,0,L1_ridge,P3_state_nominal,2924,828,16
primary,pulse_10ms_resistance_k1,condition_fold,0,L1_ridge,P4_state_log_age_scalar,2924,828,16
primary,pulse_10ms_resistance_k1,condition_fold,0,L1_ridge,P5_stress_v1_1,2924,828,16
primary,pulse_10ms_resistance_k1,condition_fold,0,L2_hist_gradient_boosting,P0_persistence,2924,828,16
primary,pulse_10ms_resistance_k1,condition_fold,0,L2_hist_gradient_boosting,P1_state_time,2924,828,16
primary,pulse_10ms_resistance_k1,condition_fold,0,L2_hist_gradient_boosting,P2_state_capacity,2924,828,16
primary,pulse_10ms_resistance_k1,condition_fold,0,L2_hist_gradient_boosting,P3_state_nominal,2924,828,16
primary,pulse_10ms_resistance_k1,condition_fold,0,L2_hist_gradient_boosting,P4_state_log_age_scalar,2924,828,16
primary,pulse_10ms_resistance_k1,condition_fold,0,L2_hist_gradient_boosting,P5_stress_v1_1,2924,828,16
primary,pulse_10ms_resistance_k1,condition_fold,1,L0_persistence,P0_persistence,2901,851,15
primary,pulse_10ms_resistance_k1,condition_fold,1,L1_ridge,P0_persistence,2901,851,15
primary,pulse_10ms_resistance_k1,condition_fold,1,L1_ridge,P1_state_time,2901,851,15
primary,pulse_10ms_resistance_k1,condition_fold,1,L1_ridge,P2_state_capacity,2901,851,15
primary,pulse_10ms_resistance_k1,condition_fold,1,L1_ridge,P3_state_nominal,2901,851,15
primary,pulse_10ms_resistance_k1,condition_fold,1,L1_ridge,P4_state_log_age_scalar,2901,851,15
primary,pulse_10ms_resistance_k1,condition_fold,1,L1_ridge,P5_stress_v1_1,2901,851,15
primary,pulse_10ms_resistance_k1,condition_fold,1,L2_hist_gradient_boosting,P0_persistence,2901,851,15
primary,pulse_10ms_resistance_k1,condition_fold,1,L2_hist_gradient_boosting,P1_state_time,2901,851,15
primary,pulse_10ms_resistance_k1,condition_fold,1,L2_hist_gradient_boosting,P2_state_capacity,2901,851,15
primary,pulse_10ms_resistance_k1,condition_fold,1,L2_hist_gradient_boosting,P3_state_nominal,2901,851,15
primary,pulse_10ms_resistance_k1,condition_fold,1,L2_hist_gradient_boosting,P4_state_log_age_scalar,2901,851,15
primary,pulse_10ms_resistance_k1,condition_fold,1,L2_hist_gradient_boosting,P5_stress_v1_1,2901,851,15
primary,pulse_10ms_resistance_k1,condition_fold,2,L0_persistence,P0_persistence,2870,882,15
primary,pulse_10ms_resistance_k1,condition_fold,2,L1_ridge,P0_persistence,2870,882,15
primary,pulse_10ms_resistance_k1,condition_fold,2,L1_ridge,P1_state_time,2870,882,15
primary,pulse_10ms_resistance_k1,condition_fold,2,L1_ridge,P2_state_capacity,2870,882,15
primary,pulse_10ms_resistance_k1,condition_fold,2,L1_ridge,P3_state_nominal,2870,882,15
primary,pulse_10ms_resistance_k1,condition_fold,2,L1_ridge,P4_state_log_age_scalar,2870,882,15
primary,pulse_10ms_resistance_k1,condition_fold,2,L1_ridge,P5_stress_v1_1,2870,882,15
primary,pulse_10ms_resistance_k1,condition_fold,2,L2_hist_gradient_boosting,P0_persistence,2870,882,15
primary,pulse_10ms_resistance_k1,condition_fold,2,L2_hist_gradient_boosting,P1_state_time,2870,882,15
